State,County,Collection Date,Date Detected,HPAI Strain,Bird Species,WOAH Classification,Sampling Method,Submitting Agency
Louisiana,La Salle,12/17/2022,1/4/2023,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Nebraska,Red Willow,12/14/2022,12/30/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,University of NE
Alabama,Limestone,12/10/2022,1/4/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Alabama,Limestone,12/10/2022,1/4/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Alabama,Limestone,12/10/2022,1/4/2023,EA H5,Gadwall,Wild bird,Hunter harvest,NWDP
Alabama,Limestone,12/10/2022,1/4/2023,EA H5,Gadwall,Wild bird,Hunter harvest,NWDP
Alabama,Limestone,12/10/2022,1/4/2023,EA H5,Gadwall,Wild bird,Hunter harvest,NWDP
Alabama,Limestone,12/10/2022,1/4/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Alabama,Limestone,12/10/2022,1/4/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Alabama,Limestone,12/10/2022,1/4/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Alabama,Limestone,12/10/2022,1/4/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Alabama,Limestone,12/10/2022,1/4/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Alabama,Limestone,12/10/2022,1/4/2023,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Louisiana,La Salle,12/17/2022,1/4/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,12/14/2022,12/29/2022,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
California,Imperial,12/14/2022,1/3/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,USFWS
Nevada,Churchill,12/3/2022,12/27/2022,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,12/14/2022,12/29/2022,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,12/14/2022,12/29/2022,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,12/14/2022,12/29/2022,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,12/14/2022,12/29/2022,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,12/14/2022,12/29/2022,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,12/14/2022,12/29/2022,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,12/14/2022,12/29/2022,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,12/14/2022,12/29/2022,EA H5,Gadwall,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,12/14/2022,12/29/2022,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Pennsylvania,Adams,12/16/2022,12/30/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,PA Game Commission
South Carolina,Charleston,12/14/2022,12/29/2022,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Nebraska,Red Willow,12/14/2022,12/30/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,University of NE
South Carolina,Charleston,12/14/2022,12/29/2022,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Georgia,Hart,12/18/2022,12/29/2022,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Montana,Big Horn,12/15/2022,12/30/2022,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
North Carolina,Hyde,12/17/2022,12/30/2022,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
North Carolina,Hyde,12/20/2022,12/30/2022,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
North Carolina,Hyde,12/20/2022,12/30/2022,EA H5,American wigeon,Wild bird,Hunter harvest,NWDP
California,Los Angeles,11/29/2022,12/27/2022,EA/AM H5N1,Gull (unidentified),Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Amador,,12/29/2022,EA/AM H5N1,Canada goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Wyoming,Laramie,12/20/2022,12/30/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,WY GFD
Virginia,Henrico,12/19/2022,1/3/2023,EA/AM H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,12/14/2022,12/29/2022,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,12/14/2022,12/29/2022,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/20/2022,1/4/2023,EA H5N1,Wood duck,Wild bird,Hunter harvest,NWDP
Iowa,Cerro Gordo,12/16/2022,1/5/2023,EA H5N1,Mallard,Wild bird,Live bird,NWDP
California,Imperial,12/14/2022,1/3/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,USGS
California,Imperial,12/14/2022,1/3/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,USGS
South Carolina,Colleton,12/16/2022,1/4/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/16/2022,1/4/2023,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/16/2022,1/4/2023,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/16/2022,1/4/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/16/2022,1/4/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/16/2022,1/4/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Georgia,Mcintosh,12/17/2022,1/4/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Georgia,Mcintosh,12/17/2022,1/4/2023,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Georgia,Mcintosh,12/17/2022,1/4/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Georgia,Mcintosh,12/17/2022,1/4/2023,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
California,Imperial,12/14/2022,1/3/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,USGS
Washington,Walla Walla,12/16/2022,1/3/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,WA DFW
California,Yolo,12/14/2022,1/5/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
California,Yolo,12/14/2022,1/5/2023,EA/AM H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
California,Yolo,12/14/2022,1/5/2023,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
California,Yolo,12/14/2022,1/5/2023,EA/AM H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
California,Yolo,12/14/2022,1/5/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Georgia,Mcintosh,12/17/2022,1/4/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
California,Yolo,12/14/2022,1/5/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/20/2022,1/4/2023,EA H5N1,Wood duck,Wild bird,Hunter harvest,NWDP
Texas,Freestone,12/4/2022,1/5/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Freestone,12/4/2022,1/5/2023,EA H5N1,Redhead duck,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,12/14/2022,1/5/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Indiana,Greene,12/17/2022,1/4/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/20/2022,1/4/2023,EA/AM H5N1,Wood duck,Wild bird,Hunter harvest,NWDP
Alabama,Morgan,12/10/2022,1/4/2023,EA/AM H5N1,Gadwall,Wild bird,Morbidity/Mortality,NWDP
Iowa,Buena Vista,12/12/2022,1/5/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
South Carolina,Charleston,12/20/2022,1/4/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Alabama,Morgan,12/10/2022,1/4/2023,EA/AM H5N1,Gadwall,Wild bird,Morbidity/Mortality,NWDP
Alabama,Morgan,12/10/2022,1/4/2023,EA/AM H5N1,Gadwall,Wild bird,Morbidity/Mortality,NWDP
Alabama,Morgan,12/10/2022,1/4/2023,EA/AM H5N1,Gadwall,Wild bird,Morbidity/Mortality,NWDP
Alabama,Morgan,12/10/2022,1/4/2023,EA/AM H5N1,Gadwall,Wild bird,Morbidity/Mortality,NWDP
Alabama,Morgan,12/10/2022,1/4/2023,EA/AM H5N1,Gadwall,Wild bird,Morbidity/Mortality,NWDP
Alabama,Morgan,12/10/2022,1/4/2023,EA H5N1,Gadwall,Wild bird,Morbidity/Mortality,NWDP
Alabama,Cullman,12/20/2022,1/4/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Alabama,Marion,12/20/2022,1/4/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Pennsylvania,Franklin,12/14/2022,1/4/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/15/2022,1/4/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/15/2022,1/4/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/15/2022,1/4/2023,EA H5,American wigeon,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/15/2022,1/4/2023,EA H5,Northern shoveler,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,12/20/2022,1/4/2023,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/16/2022,1/4/2023,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Indiana,Monroe,12/16/2022,1/4/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,12/14/2022,12/29/2022,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/16/2022,1/4/2023,EA/AM H5N1,Mottled duck,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/16/2022,1/4/2023,EA H5,Gadwall,Wild bird,Hunter harvest,NWDP
Indiana,Greene,12/14/2022,1/4/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,12/20/2022,1/4/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Ramsey,4/18/2022,4/21/2022,EA H5N1,American crow,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Minnesota,Dakota,4/18/2022,4/21/2022,EA H5N1,Wood duck,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
North Dakota,Steele,5/12/2022,5/20/2022,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NWDP
New York,Franklin,12/21/2022,1/3/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NY DEC
New York,Clinton,12/21/2022,1/3/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NY DEC
New York,Franklin,12/21/2022,1/3/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NY DEC
New York,Franklin,12/21/2022,1/3/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NY DEC
New York,Dutchess,12/19/2022,1/3/2023,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NY DEC
New York,Clinton,12/21/2022,1/3/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NY DEC
New York,Clinton,12/21/2022,1/3/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NY DEC
Pennsylvania,Erie,12/19/2022,1/3/2023,EA/AM H5N1,White-winged scoter,Wild bird,Morbidity/Mortality,PA Game Commission
California,El Dorado,12/12/2022,1/4/2023,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,El Dorado,12/12/2022,1/4/2023,EA H5N1,Common raven,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
Wyoming,Laramie,12/26/2022,1/4/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Goshen,12/22/2022,1/4/2023,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Laramie,,1/4/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,WY GFD
Alaska,"Sitka, City and Borough of",12/18/2022,1/4/2023,EA H5N1,Common raven,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Alaska,Aleutians West,10/20/2022,1/4/2023,EA H5N1,Glaucous gull,Wild bird,Morbidity/Mortality,USFWS
Alaska,Aleutians West,10/26/2022,1/4/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,USFWS
Alaska,Aleutians West,11/17/2022,1/4/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,USFWS
Colorado,Denver,12/24/2022,1/4/2023,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Denver,12/27/2022,1/4/2023,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Larimer,12/25/2022,1/4/2023,EA H5N1,Cooper's hawk,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Larimer,12/25/2022,1/4/2023,EA H5N1,Red-tailed hawk,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Larimer,12/25/2022,1/4/2023,EA H5N1,Red-tailed hawk,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Minnesota,Hennepin,12/27/2022,1/4/2023,EA/AM H5N1,American crow,Wild bird,Morbidity/Mortality,MN DNR
Minnesota,Hennepin,12/27/2022,1/4/2023,EA/AM H5N1,American crow,Wild bird,Morbidity/Mortality,MN DNR
Minnesota,Hennepin,12/27/2022,1/4/2023,EA H5N1,American crow,Wild bird,Morbidity/Mortality,MN DNR
Montana,Yellowstone,12/15/2022,1/5/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,MT FWP
Oregon,Lincoln,12/27/2022,1/5/2023,EA H5N1,Gull (unidentified),Wild bird,Morbidity/Mortality,OR DFW
North Carolina,Dare,12/12/2022,1/4/2023,EA H5N1,Double-crested cormorant,Wild bird,Morbidity/Mortality,NPS
New York,Onondaga,12/28/2022,1/3/2023,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NY DEC
Iowa,Webster,12/29/2022,1/9/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,IA DNR
California,Lassen,12/15/2022,1/9/2023,EA/AM H5N1,Western grebe,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Lassen,12/15/2022,1/9/2023,EA/AM H5N1,Eared grebe,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Lassen,12/15/2022,1/9/2023,EA/AM H5N1,Eared grebe,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Contra Costa,12/14/2022,1/9/2023,EA/AM H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Contra Costa,12/14/2022,1/9/2023,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Contra Costa,12/14/2022,1/9/2023,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Alameda,12/14/2022,1/9/2023,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,San Diego,12/15/2022,1/9/2023,EA/AM H5N1,Brant,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,San Diego,12/15/2022,1/9/2023,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Colusa,12/14/2022,1/9/2023,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Napa,12/15/2022,1/9/2023,EA/AM H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Placer,12/14/2022,1/9/2023,EA H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Placer,12/14/2022,1/9/2023,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Solano,12/14/2022,1/9/2023,EA H5N1,Common raven,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
South Dakota,Pennington,12/28/2022,1/9/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,SD GFP
South Dakota,Pennington,12/28/2022,1/9/2023,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,SD GFP
South Dakota,Fall River,12/29/2022,1/9/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,SD GFP
South Dakota,Butte,12/28/2022,1/9/2023,EA/AM H5N1,Hawk (unidentified),Wild bird,Morbidity/Mortality,SD GFP
South Dakota,Pennington,12/28/2022,1/9/2023,EA H5N1,Ring-necked duck,Wild bird,Morbidity/Mortality,SD GFP
Idaho,Canyon,12/16/2022,1/9/2023,EA/AM H5N1,Mallard,Wild bird,Morbidity/Mortality,NWDP
Nebraska,Cheyenne,1/3/2023,1/9/2023,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,Private (non-government) submission
Wyoming,Platte,10/30/2022,1/9/2023,EA/AM H5N1,Hawk (unidentified),Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Platte,10/30/2022,1/9/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Platte,10/30/2022,1/9/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Fremont,12/29/2022,1/9/2023,EA H5N1,Hawk (unidentified),Wild bird,Morbidity/Mortality,WY GFD
South Carolina,Charleston,1/2/2023,1/9/2023,EA H5N1,Northern gannet,Wild bird,Morbidity/Mortality,Private (non-government) submission
South Carolina,Charleston,1/3/2023,1/9/2023,EA H5N1,Brown pelican,Wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Douglas,12/29/2022,1/9/2023,EA H5N1,Wood duck,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Denver,12/27/2022,1/9/2023,EA H5N1,Magpie (unidentified),Wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Larimer,1/1/2023,1/9/2023,EA H5N1,Red-tailed hawk,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Louisiana,Cameron,11/28/2022,1/9/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,Private (non-government) submission
Louisiana,Cameron,11/28/2022,1/9/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SCWDS
Louisiana,Cameron,11/28/2022,1/9/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SCWDS
Louisiana,Morehouse,12/2/2022,1/9/2023,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,SCWDS
Louisiana,Morehouse,12/2/2022,1/9/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SCWDS
Louisiana,Morehouse,12/2/2022,1/9/2023,EA/AM H5N1,Greater white-fronted goose,Wild bird,Morbidity/Mortality,SCWDS
Louisiana,Morehouse,12/2/2022,1/9/2023,EA/AM H5N1,Greater white-fronted goose,Wild bird,Morbidity/Mortality,SCWDS
Louisiana,Morehouse,12/2/2022,1/9/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SCWDS
Louisiana,Morehouse,12/2/2022,1/9/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SCWDS
Louisiana,Morehouse,12/2/2022,1/9/2023,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,SCWDS
Louisiana,Morehouse,12/2/2022,1/9/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SCWDS
Louisiana,Morehouse,12/2/2022,1/9/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SCWDS
Louisiana,Morehouse,12/2/2022,1/9/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SCWDS
Louisiana,Morehouse,12/2/2022,1/9/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SCWDS
Louisiana,Morehouse,12/2/2022,1/9/2023,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,SCWDS
Louisiana,Morehouse,12/2/2022,1/9/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SCWDS
Louisiana,Morehouse,12/2/2022,1/9/2023,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,SCWDS
Louisiana,Morehouse,12/2/2022,1/9/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SCWDS
Louisiana,Morehouse,12/2/2022,1/9/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SCWDS
Louisiana,Morehouse,12/2/2022,1/9/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SCWDS
Louisiana,Morehouse,12/2/2022,1/9/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SCWDS
North Carolina,Washington,12/10/2022,1/9/2023,EA H5N1,Tundra swan,Wild bird,Morbidity/Mortality,NC WRC/SCWDS
Minnesota,Hennepin,12/28/2022,1/4/2023,EA H5,Trumpeter swan,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Minnesota,Anoka,1/1/2023,1/9/2023,EA/AM H5N1,Red-tailed hawk,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Douglas,12/19/2022,1/4/2023,EA H5N1,Cackling goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Douglas,12/19/2022,1/4/2023,EA H5N1,American crow,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Boulder,12/21/2022,1/4/2023,EA H5N1,Canada goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Boulder,12/27/2022,1/4/2023,EA H5N1,Canada goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Minnesota,Washington,12/19/2022,1/4/2023,EA/AM H5N1,Canada goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Wisconsin,St. Croix,12/19/2022,1/4/2023,EA/AM H5N1,Canada goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
South Carolina,Charleston,12/17/2022,1/5/2023,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,12/17/2022,1/5/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,12/17/2022,1/5/2023,EA H5,Gadwall,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,12/17/2022,1/5/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,12/17/2022,1/5/2023,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Pennsylvania,Lancaster,12/24/2022,1/9/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Nevada,Pershing,12/6/2022,12/16/2022,EA H5N1,Greater sage grouse,Wild bird,Morbidity/Mortality,NV DOW
Nevada,Humboldt,12/6/2022,12/16/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NV DOW
Minnesota,Ramsey,9/9/2022,9/15/2022,EA H5N1,Wood duck,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Minnesota,Ramsey,4/18/2022,4/21/2022,EA H5,Wood duck,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Minnesota,Dakota,4/18/2022,4/21/2022,EA H5N1,Merganser (unidentified),Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Minnesota,Ramsey,4/18/2022,4/21/2022,EA H5N1,Wood duck,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Minnesota,Hennepin,4/18/2022,4/21/2022,EA H5N1,Red-shouldered hawk,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Minnesota,Hennepin,4/18/2022,4/21/2022,EA H5,Mallard,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Minnesota,Washington,4/21/2022,4/26/2022,EA H5,Bald eagle,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Minnesota,Hennepin,4/13/2022,4/26/2022,EA H5N1,Great horned owl,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Minnesota,Olmsted,5/14/2022,5/18/2022,EA H5N1,Bald eagle,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Minnesota,Hennepin,5/14/2022,5/18/2022,EA H5N1,Red-tailed hawk,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Wisconsin,Polk,4/18/2022,4/21/2022,EA H5,Bald eagle,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Minnesota,Anoka,4/14/2022,4/26/2022,EA H5N1,Great horned owl,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Minnesota,Hennepin,4/13/2022,4/26/2022,EA H5N1,Bald eagle,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Minnesota,Hennepin,4/13/2022,4/26/2022,EA H5N1,Red-tailed hawk,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Minnesota,Washington,4/21/2022,4/26/2022,EA H5,Bald eagle,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Minnesota,Ramsey,4/18/2022,4/21/2022,EA H5N1,American crow,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Minnesota,Dakota,4/18/2022,4/21/2022,EA H5N1,Wood duck,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Missouri,Randolph,3/8/2022,3/14/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Pettis,3/7/2022,3/14/2022,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,St. Louis,3/4/2022,4/26/2022,EA/AM H5N1,Goose (unidentified),Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Monroe,3/15/2022,4/26/2022,EA/AM H5N1,Eagle (unidentified),Wild bird,Morbidity/Mortality,MO Dept of Conservation
South Carolina,Hyde,12/31/2022,1/10/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Hyde,12/31/2022,1/10/2023,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Alaska,Southeast Fairbanks,9/2/2022,1/10/2023,EA H5,Northern pintail,Wild bird,Hunter harvest,NWDP
Alaska,Southeast Fairbanks,9/2/2022,1/10/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Missouri,Vernon,3/8/2022,4/26/2022,EA/AM H5N1,Pelican (unidentified),Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Barton,3/11/2022,4/26/2022,EA/AM H5N1,Mallard,Wild bird,Morbidity/Mortality,MO Dept of Conservation
